category_label,date,abbrev_state,area_privativa,area_total,dormitorio_1,dormitorio_2,dormitorio_3,dormitorio_4,garantia_alienacao,garantia_hipoteca,implantacao_condominio,implantacao_isolado,tipo_apartamento,tipo_casa,valor_avaliacao,valor_compra
units,2018-12-31,RJ,53.72,78.27,589,2420,373,76,3067,391,2124,1334,406,3052,199079.34,187000
units,2018-12-31,RN,65.16,70.68,38,463,96,12,588,21,299,310,233,376,127000,119000
units,2018-12-31,RO,69.72,71.88,7,150,66,13,200,36,75,161,171,65,147500,130000
units,2018-12-31,RR,51.33,57,9,54,15,,74,4,6,72,73,5,127261.13,124010.96
units,2018-12-31,RS,60.03,82.28,474,2371,619,77,3268,273,1542,1999,1065,2476,180000,170000
units,2018-12-31,SC,64.95,72.4,249,1862,531,50,2387,305,1039,1653,762,1930,170000,169000
units,2018-12-31,SE,66.42,73.63,7,347,232,8,574,20,212,382,257,337,130000,125000
units,2018-12-31,SP,52.43,86.96,3754,13892,2584,400,18225,2405,10146,10484,5004,15626,205000,192486.69
units,2018-12-31,TO,75.84,81.34,9,148,66,8,205,26,78,153,154,77,150000,147688.48
units,2019-01-31,AC,55.2,85.56,,16,10,1,23,4,15,12,10,17,170000,165000
units,2019-01-31,AL,77.43,93.94,10,76,85,15,174,12,104,82,65,121,187590.21,170000
units,2019-01-31,AM,82.11,131.38,20,97,98,26,83,158,85,156,45,196,3e+05,290000
units,2019-01-31,AP,97.79,139.78,,14,10,2,24,2,10,16,18,8,229300,241600
units,2019-01-31,BA,72.23,97.84,106,461,296,100,665,298,537,426,238,725,220000,220000
units,2019-01-31,BR,73.63,102.45,5271,11816,8090,1386,20359,6204,12122,14441,7291,19272,270000,257000
units,2019-01-31,CE,81.72,104.96,41,225,267,59,383,209,277,315,166,426,250520,244738.91
units,2019-01-31,DF,72.65,113.42,110,212,172,79,496,77,218,355,78,495,360000,350000
units,2019-01-31,ES,72.26,103.96,52,169,119,30,305,65,171,199,44,326,269000,269000
units,2019-01-31,GO,76.61,101.85,78,700,573,68,980,439,684,735,541,878,184191.56,170000
units,2019-01-31,MA,71.36,81.95,12,199,139,19,319,50,213,156,172,197,178119.35,170000
units,2019-01-31,MG,76.89,103.25,419,957,671,134,1845,336,1140,1041,696,1485,222000,207000
units,2019-01-31,MS,89.92,110.86,28,170,188,34,244,176,225,195,235,185,243000,225500
units,2019-01-31,MT,88.12,109.56,30,178,226,23,253,204,230,227,264,193,256000,240000
units,2019-01-31,PA,75.81,114.75,21,132,115,8,186,90,150,126,124,152,210000,2e+05
units,2019-01-31,PB,73.82,94.68,10,148,115,20,251,42,163,130,65,228,197745.32,180000
units,2019-01-31,PE,68.2,91,65,304,172,41,435,147,219,363,142,440,222266.49,220000
units,2019-01-31,PI,70.72,81.97,6,70,61,6,133,10,84,59,93,50,160000,150000
units,2019-01-31,PR,75.72,98.3,339,705,825,74,1397,546,949,994,494,1449,248823.35,240000
units,2019-01-31,RJ,74,85.82,587,792,341,76,1485,311,792,1004,312,1484,330000,320000
units,2019-01-31,RN,71.1,79.78,19,208,76,24,302,25,188,139,123,204,157401.4,135000
units,2019-01-31,RO,85.14,113.26,3,65,63,10,111,30,90,51,79,62,197000,196000
units,2019-01-31,RR,51.68,52.11,3,19,6,1,29,,,29,28,1,141248.71,132200
units,2019-01-31,RS,72.81,96,349,1192,614,71,1896,330,1055,1171,594,1632,246100,230000
units,2019-01-31,SC,76,98.93,151,607,348,53,867,292,501,658,260,899,269000,250000
units,2019-01-31,SE,72,86.1,21,128,132,15,280,16,116,180,65,231,190000,190000
units,2019-01-31,SP,70,108.94,2782,3921,2320,383,7097,2309,3831,5575,2285,7121,320000,3e+05
units,2019-01-31,TO,95.18,119.1,9,51,48,14,96,26,75,47,55,67,246000,242000
units,2019-02-28,AC,68.14,80.56,,17,7,,22,2,14,10,6,18,197500,188000
units,2019-02-28,AL,56.3,83.64,22,409,139,7,565,12,294,283,196,381,130000,125000
units,2019-02-28,AM,52.8,115.09,33,379,97,23,377,155,340,192,55,477,170000,169000
units,2019-02-28,AP,73.5,142.69,,22,16,1,33,6,13,26,19,20,210000,210000
units,2019-02-28,BA,60.6,74.18,119,1423,399,64,1707,298,996,1009,508,1497,159632.68,158000
units,2019-02-28,BR,57.75,79.14,8031,43198,10999,1407,56718,6917,30080,33555,19136,44499,166000,160400
units,2019-02-28,CE,75,85,44,1056,505,64,1383,286,588,1081,775,894,150088,150000
units,2019-02-28,DF,60.16,99.67,133,485,192,50,756,104,555,305,83,777,230500,224000
units,2019-02-28,ES,56.88,78.19,78,548,129,41,745,51,466,330,121,675,165000,165000
units,2019-02-28,GO,69.88,84.97,121,2435,906,106,3086,482,1542,2026,1308,2260,148668.48,145000
units,2019-02-28,MA,61.36,65.33,19,660,167,13,793,66,490,369,348,511,135000,126000
units,2019-02-28,MG,56.95,77.07,629,5291,1259,156,6922,413,3795,3540,2421,4914,152000,147000
units,2019-02-28,MS,58.11,60.69,49,816,201,32,905,193,369,729,416,682,142000,137646.54
units,2019-02-28,MT,61.14,68.28,47,858,253,30,924,264,454,734,614,574,144000,144000
units,2019-02-28,PA,64,88.27,28,494,121,15,569,89,276,382,261,397,140000,135000
units,2019-02-28,PB,56.31,78.22,46,1082,197,23,1278,70,826,522,330,1018,130000,129993.04
units,2019-02-28,PE,53.04,66.8,92,1523,385,61,1909,152,947,1114,583,1478,134359,132000
units,2019-02-28,PI,60.86,62.6,15,361,129,21,518,8,232,294,262,264,120000,111459.69
units,2019-02-28,PR,55.41,64.29,548,3322,1082,73,4567,458,2261,2764,1275,3750,162800,159700
units,2019-02-28,RJ,57.17,78.3,707,2169,399,81,2991,365,2033,1323,441,2915,213000,2e+05
units,2019-02-28,RN,67.13,70.33,41,853,98,16,987,21,328,680,548,460,120000,115000
units,2019-02-28,RO,68,69.77,6,277,68,6,321,36,90,267,284,73,137000,130000
units,2019-02-28,RR,63,63,11,53,10,1,70,5,8,67,57,18,132581.61,125000
units,2019-02-28,RS,54.86,72.28,751,3448,672,74,4560,385,2377,2568,1509,3436,160000,152202.71
units,2019-02-28,SC,60.11,74.4700000000001,218,2096,439,46,2560,239,1464,1335,524,2275,170000,170000
units,2019-02-28,SE,61.53,75.19,12,682,276,6,972,4,404,572,386,590,120000,120000
units,2019-02-28,SP,54.87,90,4247,12321,2792,388,17017,2731,8824,10924,5695,14053,212600,2e+05
units,2019-02-28,TO,74.75,94.67,15,118,61,9,181,22,94,109,111,92,159632.68,151237.43
units,2019-03-31,AC,79.7,90.75,,22,12,3,35,2,13,24,13,24,224175.04,2e+05
units,2019-03-31,AL,64.56,87.93,18,266,89,7,373,7,184,196,106,274,133950,134171.16
units,2019-03-31,AM,52.98,115.89,22,298,92,14,295,131,280,146,41,385,176500,173899.3
units,2019-03-31,AP,73.02,175.83,,15,11,2,20,8,7,21,14,14,180000,180000
units,2019-03-31,BA,57.71,72.47,124,1214,340,56,1528,206,964,770,318,1416,160400,160000
units,2019-03-31,BR,58.72,81.16,7190,37808,10602,1285,51658,5227,28206,28679,16289,40596,170000,165000
units,2019-03-31,CE,78,87.64,30,536,374,56,826,170,387,609,449,547,153995,151895
units,2019-03-31,DF,61.15,99.67,158,364,163,50,677,58,463,272,79,656,252000,243000
units,2019-03-31,ES,65.59,86,67,339,142,27,523,52,279,296,91,484,192000,190000
units,2019-03-31,GO,69.93,82.01,125,3448,1095,85,4391,362,1921,2832,2132,2621,142543.68,140000
units,2019-03-31,MA,57.08,65.33,17,679,180,9,795,90,599,286,242,643,131000,127000
units,2019-03-31,MG,57.66,77.75,533,4097,1146,134,5612,298,3129,2781,1911,3999,154000,150000
units,2019-03-31,MS,60.06,62.51,60,628,214,25,740,187,312,615,377,550,150000,145000
units,2019-03-31,MT,64,82.62,44,718,244,25,835,196,368,663,466,565,151000,150000
units,2019-03-31,PA,67,84.33,17,321,112,5,386,69,172,283,190,265,146463.48,146000
units,2019-03-31,PB,55.45,73.32,44,944,175,17,1129,51,738,442,218,962,139000,134850
units,2019-03-31,PE,52.91,68.48,72,869,267,44,1164,88,698,554,272,980,142000,139134.24
units,2019-03-31,PI,60.86,64.43,6,247,74,9,330,6,122,214,174,162,122000,122000
units,2019-03-31,PR,55.53,65,485,3497,1162,71,4885,330,2195,3020,1585,3630,160000,154000
units,2019-03-31,RJ,59,79,685,1891,317,81,2697,277,1778,1196,346,2628,205000,199571.52
units,2019-03-31,RN,65.16,70.13,24,635,100,18,750,27,299,478,340,437,125000,118000
units,2019-03-31,RO,69.88,74.22,9,153,67,9,208,30,82,156,173,65,156000,134015.38
units,2019-03-31,RR,63,63,3,27,7,2,37,2,4,35,30,9,160000,147000
units,2019-03-31,RS,57.16,79.35,582,2719,623,72,3770,226,2002,1994,1228,2768,170000,165000
units,2019-03-31,SC,63.64,78.53,231,1725,483,49,2313,175,1224,1264,566,1922,175000,170000
units,2019-03-31,SE,60.49,73.44,9,546,207,4,757,9,407,359,274,492,120000,120000
units,2019-03-31,SP,55.01,90.7,3821,11526,2848,397,16454,2138,9497,9095,4572,14020,219000,210000
units,2019-03-31,TO,80.76,102.43,4,84,58,14,128,32,82,78,82,78,188892.37,180000
units,2019-04-30,AC,78.41,112.88,3,34,19,5,55,6,18,43,45,16,250000,221059.32
units,2019-04-30,AL,68.6,88.4,15,267,111,10,396,7,213,190,140,263,139000,136885.83
units,2019-04-30,AM,54.07,116.6,28,260,94,23,277,128,265,140,35,370,180000,178253
units,2019-04-30,AP,103.36,137.75,2,18,15,5,38,2,15,25,22,18,309000,285000
units,2019-04-30,BA,54.92,70,169,1347,347,79,1712,230,916,1026,365,1577,150000,145790
units,2019-04-30,BR,59.08,81.89,8077,37634,10357,1532,51115,6485,27634,29966,16583,41017,173685,169993.28
units,2019-04-30,CE,74.4700000000001,83.16,44,713,377,84,996,222,530,688,550,668,153995,151895
units,2019-04-30,DF,62.6,102,139,290,160,60,575,74,358,291,85,564,265000,258000
units,2019-04-30,ES,58.56,73.51,46,398,95,19,514,44,353,205,109,449,163750,165449.36
units,2019-04-30,GO,70,87.29,121,2214,871,103,2850,459,1341,1968,1383,1926,153000,150000
units,2019-04-30,MA,57.23,65.33,20,566,122,13,676,45,462,259,219,502,130000,126000
units,2019-04-30,MG,57.76,80.94,586,4385,1076,164,5882,329,3149,3062,2013,4198,155000,150000
units,2019-04-30,MS,59.47,64.34,62,572,189,26,685,164,313,536,335,514,151000,150000
units,2019-04-30,MT,64.89,82.95,44,753,274,36,833,274,468,639,540,567,155000,154000
units,2019-04-30,PA,69.34,89.23,19,325,154,8,403,103,237,269,217,289,152000,150000
units,2019-04-30,PB,55.2,72.94,42,806,141,19,965,43,629,379,176,832,135000,132000
units,2019-04-30,PE,52.02,69,90,1088,299,51,1392,136,813,715,310,1218,142000,140000
units,2019-04-30,PI,64.9,67.58,7,207,97,32,334,9,127,216,195,148,130000,123000
units,2019-04-30,PR,58.87,68.1,494,3002,1221,79,4303,493,2106,2690,1443,3353,164919.28,160000
units,2019-04-30,RJ,57.33,77.59,721,1932,350,72,2763,312,1751,1324,394,2681,206000,195000
units,2019-04-30,RN,66.36,70.31,24,620,82,16,710,32,277,465,317,425,125000,120000
units,2019-04-30,RO,70,74.53,1,179,76,6,208,54,108,154,184,78,155500,140000
units,2019-04-30,RR,55.02,60.55,4,38,4,,44,2,2,44,38,8,141070.91,136548.11
units,2019-04-30,RS,58.18,77.56,676,2519,643,64,3653,249,1772,2130,1231,2671,170000,165000
units,2019-04-30,SC,62.94,74.82,321,1982,476,52,2532,299,1364,1467,651,2180,170000,170000
units,2019-04-30,SE,56.2,69.32,7,630,202,12,844,7,515,336,236,615,120000,120000
units,2019-04-30,SP,55.19,90.83,4386,12341,2799,480,17270,2736,9423,10583,5225,14781,220000,214878.61
units,2019-04-30,TO,74.18,82.99,6,148,63,14,205,26,109,122,125,106,159632.68,149090.3
units,2019-05-31,AC,87.85,91,,24,13,3,40,,11,29,29,11,170000,170000
units,2019-05-31,AL,59.9,85.1,17,346,107,10,447,33,294,186,150,330,139000,141800
units,2019-05-31,AM,66.38,116.26,23,298,125,18,292,172,275,189,64,400,197500,190000
units,2019-05-31,AP,97.86,130.9,2,14,20,4,40,,11,29,23,17,251000,240000
units,2019-05-31,BA,58.95,76.19,190,1288,431,100,1730,279,932,1077,445,1564,145000,143079.06
units,2019-05-31,BR,59.48,81.8499999999999,9169,40414,12190,1726,56308,7191,30609,32890,18763,44736,178000,170000
units,2019-05-31,CE,77.67,89.33,66,796,468,92,1161,261,675,747,582,840,156000,154220
units,2019-05-31,DF,59.85,85.68,200,490,327,65,984,98,694,388,95,987,213250,2e+05
units,2019-05-31,ES,62.25,81.51,84,435,151,32,649,53,351,351,138,564,175000,173458.54
units,2019-05-31,GO,72.21,88.05,111,1751,782,109,2330,423,1281,1472,1187,1566,154899.99,151348.87
units,2019-05-31,MA,51.8,64.32,22,812,132,17,940,43,506,477,291,692,122000,120000
units,2019-05-31,MG,59.8,76,702,4477,1208,159,6197,349,3049,3497,2381,4165,155000,150000
units,2019-05-31,MS,61.53,66.01,74,599,218,22,711,202,376,537,437,476,150000,149500
units,2019-05-31,MT,64.65,81.65,56,761,281,50,882,266,419,729,582,566,155000,155000
units,2019-05-31,PA,69.32,98.01,27,276,151,15,377,92,183,286,194,275,160000,150000
units,2019-05-31,PB,56.5,77.79,46,913,247,21,1147,80,775,452,263,964,138000,135000
units,2019-05-31,PE,53.8,72.34,98,1170,453,54,1576,199,977,798,341,1434,144000,141506.76
units,2019-05-31,PI,61.47,66.06,2,323,134,15,463,11,211,263,240,234,122000,122000
units,2019-05-31,PR,58.75,69.49,669,3065,1421,105,4692,568,2224,3036,1701,3559,165100,160828.25
units,2019-05-31,RJ,55.44,82,846,2712,445,76,3708,371,2638,1441,443,3636,224000,212000
units,2019-05-31,RN,67.57,71.12,22,727,126,23,848,50,352,546,435,463,120000,118000
units,2019-05-31,RO,68.73,74.89,13,233,97,13,315,41,165,191,241,115,140000,140000
units,2019-05-31,RR,48.68,50,9,45,5,1,58,2,8,52,55,5,136384.02,130000
units,2019-05-31,RS,58.77,78.12,771,2812,705,87,4127,248,2110,2265,1299,3076,170000,170000
units,2019-05-31,SC,63.92,74.13,317,1978,564,52,2564,347,1292,1619,778,2133,170000,170000
units,2019-05-31,SE,59.97,82,11,435,185,8,621,18,203,436,225,414,120000,119900
units,2019-05-31,SP,55.27,91.46,4777,13456,3350,569,19189,2963,10511,11641,6020,16132,220000,213000
units,2019-05-31,TO,66.91,73.66,14,178,44,6,220,22,86,156,124,118,132000,130000
units,2019-06-30,AC,101.36,123.82,4,18,15,2,39,,13,26,26,13,217000,2e+05
units,2019-06-30,AL,69.46,88.9,20,292,182,10,491,13,274,230,169,335,146450,146032
units,2019-06-30,AM,55,106.66,32,303,106,18,328,131,280,179,56,403,182000,180000
units,2019-06-30,AP,91.2600000000001,106.53,,30,21,2,53,,25,28,29,24,240000,235429.76
units,2019-06-30,BA,57.74,72.8,202,1505,403,88,1969,229,1170,1028,456,1742,163000,160000
units,2019-06-30,BR,60,81,8679,40809,11970,1623,56523,6558,30161,32920,19241,43840,170000,167000
units,2019-06-30,CE,78.55,89.33,64,717,440,74,1073,222,581,714,581,714,156365,156209.91
units,2019-06-30,DF,59.85,96.58,201,393,247,66,804,103,514,393,88,819,238000,235000
units,2019-06-30,ES,63.36,81.51,82,454,155,23,658,56,375,339,128,586,179000,175000
units,2019-06-30,GO,69.94,83.28,153,4324,1126,109,5331,381,2569,3143,2373,3339,140000,138000
units,2019-06-30,MA,55.07,68.39,31,747,123,24,859,66,543,382,299,626,124000,122000
units,2019-06-30,MG,60,74.19,816,4208,1155,177,5984,372,3051,3305,2284,4072,160000,154500
units,2019-06-30,MS,62.16,65.31,53,589,254,30,729,197,326,600,385,541,152000,147700.5
units,2019-06-30,MT,62.52,79.94,78,837,314,45,1029,245,567,707,628,646,150000,147137.88
units,2019-06-30,PA,69.37,87.93,29,341,130,12,411,101,211,301,209,303,150000,150000
units,2019-06-30,PB,56.5,78.1,34,790,220,36,1006,74,677,403,206,874,136000,134000
units,2019-06-30,PE,52.53,69.97,103,1289,336,42,1617,153,932,838,354,1416,137774.92,135000
units,2019-06-30,PI,65.6,73.74,7,278,168,22,454,21,218,257,244,231,130000,128000
units,2019-06-30,PR,59.54,69.05,590,2727,1314,93,4291,433,2018,2706,1557,3167,167000,162631.84
units,2019-06-30,RJ,59.15,78.95,710,2248,400,97,3097,358,2067,1388,440,3015,220000,210000
units,2019-06-30,RN,66,72.39,22,696,115,20,809,44,355,498,355,498,122000,120000
units,2019-06-30,RO,69.93,75.29,15,223,96,6,290,50,147,193,218,122,150000,149615.22
units,2019-06-30,RR,50.22,61.61,11,53,12,3,79,,10,69,68,11,133011.77,135602.47
units,2019-06-30,RS,56.73,77.61,688,3028,719,73,4181,327,2127,2381,1342,3166,170000,166350
units,2019-06-30,SC,61.2,74.13,321,2027,490,41,2618,261,1413,1466,688,2191,170000,168000
units,2019-06-30,SE,61.53,72.14,14,469,226,12,704,17,277,444,260,461,122000,120900
units,2019-06-30,SP,55.5,91,4393,12111,3130,484,17435,2683,9350,10768,5670,14448,218300,210000
units,2019-06-30,TO,75.7,99.54,6,112,73,14,184,21,71,134,128,77,160000,157400
units,2019-07-31,AC,97.5,114.9,,28,17,4,42,7,14,35,25,24,220000,230000
units,2019-07-31,AL,69.65,91.02,25,226,134,21,366,40,190,216,153,253,140000,140000
units,2019-07-31,AM,70,123.33,23,211,109,26,210,159,222,147,57,312,234797.87,220000
units,2019-07-31,AP,90,106.37,1,12,17,,30,,14,16,20,10,225500,230000
units,2019-07-31,BA,65.96,77.13,158,1048,422,110,1454,284,785,953,418,1320,168500,165000
units,2019-07-31,BR,61.27,82.6,9643,37233,12401,1780,53862,7195,27841,33216,19969,41088,180000,175000
units,2019-07-31,CE,80,90.74,52,647,410,81,966,224,502,688,538,652,160000,158983.72
units,2019-07-31,DF,59.85,97.26,201,418,215,69,842,61,557,346,106,797,248000,240000
units,2019-07-31,ES,65.69,85.03,78,396,170,20,620,44,315,349,149,515,190000,190000
units,2019-07-31,GO,70,84.21,141,2587,979,134,3389,452,1751,2090,1741,2100,148000,146000
units,2019-07-31,MA,57.61,70.2,23,516,158,20,661,56,384,333,274,443,128000,125000
units,2019-07-31,MG,63.08,77.66,826,4076,1353,195,6002,448,2790,3660,2638,3812,160000,154500
units,2019-07-31,MS,62.14,65.78,82,645,240,27,746,248,429,565,439,555,156000,150000
units,2019-07-31,MT,68.5,88.13,83,704,354,47,847,341,540,648,616,572,165200,165000
units,2019-07-31,PA,68.46,87.05,32,370,118,20,429,111,226,314,209,331,161000,155500
units,2019-07-31,PB,56.5,78.46,45,768,217,34,982,82,645,419,272,792,136000,135000
units,2019-07-31,PE,56.47,70.18,93,882,366,45,1230,156,676,710,363,1023,140000,138726.47
units,2019-07-31,PI,68.69,73.57,13,265,119,24,410,11,163,258,253,168,129293.24,123000
units,2019-07-31,PR,59.86,68.06,618,3062,1364,99,4670,473,2037,3106,1670,3473,165000,162800
units,2019-07-31,RJ,62.38,79.99,948,1945,430,102,3007,418,1810,1615,443,2982,240000,228000
units,2019-07-31,RN,67.67,71.44,38,535,109,17,651,48,256,443,347,352,120169.59,120000
units,2019-07-31,RO,69.62,71.69,19,217,84,9,301,28,106,223,249,80,150000,150000
units,2019-07-31,RR,50.45,50.45,13,48,5,1,62,5,7,60,60,7,137000,129014.93
units,2019-07-31,RS,58.35,77.55,739,2836,788,96,4152,307,2010,2449,1610,2849,176000,170000
units,2019-07-31,SC,62.04,74,404,2260,612,58,2990,344,1558,1776,825,2509,172000,170000
units,2019-07-31,SE,65.49,74.61,11,376,200,19,592,14,267,339,230,376,128900,130000
units,2019-07-31,SP,56.41,90.77,4970,12009,3351,497,18025,2802,9506,11321,6134,14693,225000,218000
units,2019-07-31,TO,75.09,80.53,7,146,60,5,186,32,81,137,130,88,147755.23,145000
units,2019-08-31,AC,103.34,114.77,2,12,11,2,26,1,10,17,12,15,265000,253937.5
units,2019-08-31,AL,73.47,100.1,22,70,89,14,178,17,100,95,66,129,201400,180000
units,2019-08-31,AM,74,126.09,26,198,147,34,209,196,232,173,62,343,260500,254000
units,2019-08-31,AP,99.55,110.37,,12,16,3,31,,10,21,15,16,265000,235627.86
units,2019-08-31,BA,71.27,96.41,196,454,325,87,783,279,465,597,235,827,240000,230000
units,2019-08-31,BR,72.13,100.31,8193,15852,10338,1671,29213,6841,16269,19785,10727,25327,256000,245266.96
units,2019-08-31,CE,84.02,111.24,37,265,335,64,440,261,312,389,263,438,242154.67,240000
units,2019-08-31,DF,66.6,104.21,195,241,196,51,626,57,333,350,102,581,288000,280000
units,2019-08-31,ES,70.97,101.79,114,250,181,17,507,55,261,301,116,446,256500,250000
units,2019-08-31,GO,84.1,106.63,147,593,591,98,1012,417,626,803,589,840,214000,205000
units,2019-08-31,MA,80.32,96.44,32,157,125,14,265,63,185,143,180,148,174444.74,171000
units,2019-08-31,MG,80,104.48,623,1198,979,160,2607,353,1346,1614,1090,1870,228000,215000
units,2019-08-31,MS,77.83,89,47,260,182,22,343,168,251,260,276,235,181000,180000
units,2019-08-31,MT,81.96,108.13,88,348,310,34,481,299,388,392,437,343,246250,241250
units,2019-08-31,PA,85.04,115,37,149,104,16,215,91,176,130,129,177,224500,210000
units,2019-08-31,PB,74.7,102.86,43,149,117,24,270,63,169,164,72,261,220000,2e+05
units,2019-08-31,PE,67.7,93.35,97,263,226,69,478,177,290,365,121,534,245000,235000
units,2019-08-31,PI,79.84,99.91,6,61,64,15,137,9,73,73,81,65,217624.3,2e+05
units,2019-08-31,PR,73.3,91,525,924,1019,111,2057,522,1211,1368,759,1820,240000,230149.95
units,2019-08-31,RJ,73,84,813,1099,425,118,2052,403,1133,1322,446,2009,295000,284000
units,2019-08-31,RN,75.39,90.8199999999999,47,141,69,17,225,49,142,132,96,178,180000,165000
units,2019-08-31,RO,74.68,93.63,10,108,63,12,157,36,87,106,109,84,195000,170000
units,2019-08-31,RR,96.31,96.31,3,13,8,2,22,4,9,17,25,1,260000,242499.32
units,2019-08-31,RS,73.13,93.28,493,1370,707,70,2389,251,1098,1542,864,1776,235000,215000
units,2019-08-31,SC,71.3,91.85,316,1106,564,71,1721,336,900,1157,477,1580,245000,230000
units,2019-08-31,SE,71.97,86.8,25,127,154,11,315,2,160,157,76,241,170000,160000
units,2019-08-31,SP,68.28,104.94,4245,6228,3274,524,11572,2699,6246,8025,3945,10326,285000,270000
units,2019-08-31,TO,105.34,123.02,4,56,57,11,95,33,56,72,84,44,219500,213620
units,2019-09-30,AC,102.75,158.71,1,16,41,1,53,6,42,17,10,49,389203.5,364900
units,2019-09-30,AL,71.94,87.41,27,233,99,17,358,18,159,217,156,220,135000,134365
units,2019-09-30,AM,55.04,100.57,32,352,162,29,368,207,380,195,49,526,178000,178000
units,2019-09-30,AP,72.3,97.73,1,28,9,1,39,,20,19,20,19,230000,2e+05
units,2019-09-30,BA,59.39,73.29,211,1260,373,62,1660,246,1038,868,406,1500,157000,156044.65
units,2019-09-30,BR,58.19,81.09,9395,41810,11514,1675,57868,6526,32817,31577,18285,46109,171000,169400
units,2019-09-30,CE,79.49,89.33,48,710,416,51,1026,199,525,700,581,644,153000,152000
units,2019-09-30,DF,59.6,95,167,473,234,51,891,34,632,293,92,833,220000,220000
units,2019-09-30,ES,58.16,90.01,75,589,155,32,804,47,546,305,133,718,168000,169000
units,2019-09-30,GO,69,84.88,145,2750,910,98,3504,399,1959,1944,1586,2317,145000,143320.24
units,2019-09-30,MA,53.67,64.35,23,549,119,11,655,47,380,322,191,511,126200,125500
units,2019-09-30,MG,59.32,77.04,825,4653,1226,203,6550,357,3496,3411,2367,4540,155000,152867.29
units,2019-09-30,MS,62.75,69.64,74,572,234,43,705,218,377,546,402,521,154000,153000
units,2019-09-30,MT,62.6,82.95,63,864,325,53,1018,287,533,772,580,725,155000,154000
units,2019-09-30,PA,60.94,89.54,46,407,141,12,521,85,280,326,183,423,149500,149000
units,2019-09-30,PB,56.5,80.1,55,944,181,28,1136,72,819,389,203,1005,138000,135000
units,2019-09-30,PE,53.62,69.6,150,1247,364,62,1681,142,902,921,343,1480,144000,141733.09
units,2019-09-30,PI,64.5,69.29,4,245,153,17,411,8,185,234,165,254,130000,130000
units,2019-09-30,PR,59.4,69.89,585,2934,1236,107,4328,534,2068,2794,1627,3235,166500,164397.84
units,2019-09-30,RJ,55.71,77.17,805,2411,455,91,3398,364,2449,1313,423,3339,192000,180000
units,2019-09-30,RN,66.3,69.84,34,600,81,13,698,30,222,506,303,425,118000,116000
units,2019-09-30,RO,69.98,75.23,13,190,65,16,239,45,81,203,214,70,150000,147000
units,2019-09-30,RR,51.62,51.62,9,35,5,3,50,2,3,49,50,2,138000,136680.63
units,2019-09-30,RS,57.92,77.42,731,2748,678,81,3948,290,1994,2244,1282,2956,170000,169000
units,2019-09-30,SC,62.66,76.86,367,2108,548,57,2764,316,1495,1585,696,2384,175000,170000
units,2019-09-30,SE,63.33,77.48,22,491,243,18,764,10,382,392,276,498,126000,130000
units,2019-09-30,SP,52.71,88.14,4873,14255,2991,508,20094,2533,11729,10898,5818,16809,211200,2e+05
units,2019-09-30,TO,76.96,85.38,9,146,70,10,205,30,121,114,129,106,158000,158000
units,2019-10-31,AC,80.65,105.65,2,34,32,3,66,5,48,23,23,48,320000,310000
units,2019-10-31,AL,70.6,95,36,443,141,13,612,21,282,351,189,444,122000,122000
units,2019-10-31,AM,52.45,91.27,20,481,160,20,477,204,494,187,83,598,169000,170000
units,2019-10-31,AP,87.29,100,2,42,27,,69,2,33,38,28,43,230000,225927.88
units,2019-10-31,BA,57.71,72.34,291,1654,472,73,2252,238,1313,1177,556,1934,153000,150507.79
units,2019-10-31,BR,58.34,80.52,12539,52298,13680,1804,73905,6416,40561,39760,23109,57212,170000,165750
units,2019-10-31,CE,72.96,83.48,100,1035,471,73,1474,205,814,865,651,1028,149000,147900
units,2019-10-31,DF,61.06,100.47,238,483,246,74,1000,41,633,408,134,907,248000,240000
units,2019-10-31,ES,60.17,90,116,632,187,33,924,44,593,375,138,830,169000,169000
units,2019-10-31,GO,69.97,84.23,252,3325,1124,88,4363,426,2253,2536,2006,2783,145000,144900
units,2019-10-31,MA,53.99,63.71,44,927,155,29,1116,39,695,460,352,803,125000,123000
units,2019-10-31,MG,59.63,77.85,980,5653,1380,190,7870,333,4138,4065,2830,5373,155000,153000
units,2019-10-31,MS,59.84,68.7,81,871,282,45,1048,231,581,698,555,724,146000,141000
units,2019-10-31,MT,65.96,82.95,109,861,368,70,1066,342,557,851,772,636,165000,163758.01
units,2019-10-31,PA,57.7,88.13,51,561,135,16,701,62,348,415,234,529,137000,133000
units,2019-10-31,PB,55.5,77.85,60,1035,215,29,1291,48,902,437,225,1114,135500,134000
units,2019-10-31,PE,54.25,70,207,1466,462,59,2029,165,1070,1124,459,1735,140000,139000
units,2019-10-31,PI,64.98,70.2,5,252,156,19,430,2,184,248,238,194,126146.62,122000
units,2019-10-31,PR,57.3,69.58,868,3913,1434,91,5883,423,2774,3532,1913,4393,163400,158649.9
units,2019-10-31,RJ,53.76,77.59,965,2979,470,99,4121,392,2957,1556,559,3954,195000,183000
units,2019-10-31,RN,66.92,72.4,41,884,142,42,1052,57,462,647,482,627,123000,122000
units,2019-10-31,RO,69.84,75.45,27,266,93,16,367,35,112,290,315,87,145000,140150
units,2019-10-31,RR,50.62,50.62,17,33,9,,59,,6,53,54,5,132000,135000
units,2019-10-31,RS,58.57,77.47,1040,3618,768,87,5249,264,2853,2660,1608,3905,170000,165033.79
units,2019-10-31,SC,61.13,74.13,497,2818,677,64,3766,290,2035,2021,893,3163,170000,170000
