category_label,date,abbrev_state,area_privativa,area_total,dormitorio_1,dormitorio_2,dormitorio_3,dormitorio_4,garantia_alienacao,garantia_hipoteca,implantacao_condominio,implantacao_isolado,tipo_apartamento,tipo_casa,valor_avaliacao,valor_compra
units,2020-09-30,AL,76,96.71,34,379,170,28,600,11,248,363,207,404,145000,138900
units,2020-09-30,AM,73.07,110.69,39,268,171,41,320,199,288,231,90,429,235000,230000
units,2020-09-30,AP,87.81,112.17,1,28,21,,50,,15,35,19,31,244327.47,211659.65
units,2020-09-30,BA,62.79,84.27,333,1491,478,162,2265,199,1204,1260,546,1918,175000,170000
units,2020-09-30,BR,63.53,87.56,15271,46317,16937,3484,74583,7426,40535,41474,24560,57449,205000,195000
units,2020-09-30,CE,77.55,87.1199999999999,131,929,500,90,1423,227,783,867,637,1013,157000,157002.08
units,2020-09-30,DF,67.99,98.33,247,548,465,170,1377,53,746,684,245,1185,340386.5,327000
units,2020-09-30,ES,67.58,91.08,130,556,223,81,940,50,495,495,199,791,208000,2e+05
units,2020-09-30,GO,74.22,88.6,275,2778,1240,154,3954,493,1867,2580,1960,2487,157500,155000
units,2020-09-30,MA,67.55,78.25,58,448,169,34,647,62,361,348,264,445,155000,150000
units,2020-09-30,MG,64.92,89.34,1267,4647,1812,399,7615,510,4053,4072,2840,5285,180000,173000
units,2020-09-30,MS,66.75,81.7,174,651,301,61,954,233,578,609,594,593,178000,171000
units,2020-09-30,MT,69.6,89.79,165,864,383,43,1176,279,639,816,852,603,183000,179000
units,2020-09-30,PA,67.85,94.66,81,461,191,39,687,85,362,410,281,491,179700,179700
units,2020-09-30,PB,56.58,79.7,62,923,231,50,1178,88,808,458,244,1022,146000,143000
units,2020-09-30,PE,54.54,71.31,274,1285,488,95,1988,154,1153,989,456,1686,152000,152000
units,2020-09-30,PI,68.68,75,2,234,146,31,398,15,118,295,219,194,151000,142662
units,2020-09-30,PR,63.8,77,1031,3311,1675,173,5670,520,2878,3312,2012,4178,182000,175000
units,2020-09-30,RJ,61,80,1224,2996,768,244,4860,372,3228,2004,741,4491,232000,225000
units,2020-09-30,RN,68.66,73.78,32,634,169,34,811,58,264,605,376,493,131000,130000
units,2020-09-30,RO,69.8,72.71,32,271,110,21,402,32,75,359,308,126,155000,154999.7
units,2020-09-30,RR,52.93,52.93,13,56,14,2,82,3,9,76,81,4,160000,159000
units,2020-09-30,RS,61.25,83.94,1030,3042,1105,161,4995,343,2634,2704,1652,3686,193000,185000
units,2020-09-30,SC,66.29,79.87,517,2292,888,134,3519,312,1834,1997,1003,2828,2e+05,190000
units,2020-09-30,SE,67.02,94.72,12,548,292,32,870,14,487,397,267,617,136000,138930.34
units,2020-09-30,SP,59.4,93.17,8080,16510,4820,1174,27508,3076,15287,15297,8267,22317,235000,230000
units,2020-09-30,TO,78.9,102.71,21,141,83,24,235,34,102,167,163,106,179900,178700
units,2020-10-31,AC,134.4,141.87,,28,36,7,65,6,16,55,47,24,280000,260000
units,2020-10-31,AL,71.9,93.78,53,357,191,17,592,26,251,367,202,416,145000,142900
units,2020-10-31,AM,67.63,106.2,33,294,124,35,339,147,326,160,79,407,206650,2e+05
units,2020-10-31,AP,92.1,116.1,1,17,33,2,51,2,19,34,21,32,255000,248000
units,2020-10-31,BA,62.52,82.41,337,1376,448,131,2085,207,1187,1105,505,1787,175515,169346.54
units,2020-10-31,BR,63.41,87.18,17860,46844,17024,3417,77235,7910,41119,44026,26238,58907,205000,195000
units,2020-10-31,CE,77.11,86.37,156,892,481,97,1405,221,765,861,655,971,160000,159000
units,2020-10-31,DF,59.85,84.7,228,778,524,171,1624,77,1021,680,236,1465,260000,250000
units,2020-10-31,ES,66.82,90.2,173,631,219,52,1034,41,586,489,180,895,191000,190000
units,2020-10-31,GO,74.7,89.08,340,2961,1219,197,4203,514,1986,2731,2132,2585,159700,157000
units,2020-10-31,MA,58.17,79.6,85,575,159,27,776,70,439,407,307,539,155200,155200
units,2020-10-31,MG,65.16,86.49,1404,4847,1794,364,7865,544,3931,4478,3006,5403,175000,170000
units,2020-10-31,MS,66.58,77.24,166,684,275,33,963,195,503,655,612,546,168000,165000
units,2020-10-31,MT,70.62,93,170,850,418,67,1126,379,662,843,855,650,191400,190000
units,2020-10-31,PA,67.81,85.26,65,464,182,24,643,92,336,399,304,431,177685.45,175000
units,2020-10-31,PB,56.5,79.53,90,975,247,66,1260,118,845,533,217,1161,144000,142000
units,2020-10-31,PE,58.92,73.57,226,1176,517,124,1853,190,1019,1024,507,1536,157701.87,157000
units,2020-10-31,PI,65,73.37,16,287,161,19,478,5,130,353,244,239,157000,150000
units,2020-10-31,PR,63.1,74.78,1223,3627,1737,176,6083,680,2984,3779,2099,4664,184000,179650
units,2020-10-31,RJ,62.06,83,1371,2811,828,229,4856,383,3147,2092,747,4492,240000,230327.69
units,2020-10-31,RN,71.49,80,61,613,216,48,869,69,284,654,390,548,135000,134250
units,2020-10-31,RO,69.89,71.42,40,316,106,17,428,51,106,373,355,124,155000,154000
units,2020-10-31,RR,52.55,52.55,20,42,11,,72,1,6,67,71,2,137000,140000
units,2020-10-31,RS,60.17,82.64,1222,3189,1037,175,5283,340,2791,2832,1764,3859,190000,185000
units,2020-10-31,SC,66.12,81.35,691,2406,862,125,3730,354,1922,2162,1136,2948,202000,190000
units,2020-10-31,SE,66.42,78.83,24,539,261,53,863,14,483,394,278,599,130000,130000
units,2020-10-31,SP,59.85,93.1,9635,15913,4847,1138,28383,3150,15281,16252,9091,22442,240000,230200
units,2020-10-31,TO,76,92.39,30,196,91,23,306,34,93,247,198,142,160000,154489.02
units,2020-11-30,AC,104.28,155,4,21,25,3,46,7,17,36,32,21,285000,285000
units,2020-11-30,AL,85.73,103.13,34,336,148,34,532,20,183,369,169,383,137500,137790
units,2020-11-30,AM,73.72,110.94,53,190,118,35,251,145,179,217,61,335,270500,264222.27
units,2020-11-30,AP,100.19,110,5,18,26,4,52,1,16,37,27,26,290000,263171
units,2020-11-30,BA,68.3,87.18,332,1177,394,137,1828,212,967,1073,458,1582,189500,180000
units,2020-11-30,BR,65.03,89.14,17256,41921,15995,3205,70940,7437,36774,41603,24901,53476,210500,2e+05
units,2020-11-30,CE,79.32,90.72,178,875,531,88,1430,242,770,902,692,980,165000,164000
units,2020-11-30,DF,67.84,97.1,232,665,454,184,1443,92,777,758,207,1328,321000,3e+05
units,2020-11-30,ES,71.48,98,158,530,271,74,979,54,521,512,167,866,250000,240000
units,2020-11-30,GO,74.86,91.2600000000001,322,2737,1141,162,3901,461,1937,2425,1841,2521,159000,155325
units,2020-11-30,MA,66.91,82.12,62,390,162,30,553,91,293,351,282,362,158500,155450
units,2020-11-30,MG,64.99,91.49,1498,4342,1619,337,7350,446,3802,3994,2805,4991,179500,171228.27
units,2020-11-30,MS,69.82,79.44,151,625,308,50,877,257,535,599,624,510,183500,180000
units,2020-11-30,MT,69.98,85.05,187,852,387,61,1129,358,681,806,919,568,190000,187000
units,2020-11-30,PA,63.45,91.5699999999999,62,503,181,38,723,61,431,353,261,523,162000,162000
units,2020-11-30,PB,56.65,81.18,83,914,266,53,1191,125,836,480,249,1067,140000,140000
units,2020-11-30,PE,56.63,71.38,225,1441,446,100,2027,185,1119,1093,620,1592,152000,151300
units,2020-11-30,PI,68.97,79.32,14,256,145,25,425,15,144,296,222,218,144900,143850
units,2020-11-30,PR,64.04,77.75,1176,3318,1676,156,5729,597,2770,3556,2015,4311,185000,178900
units,2020-11-30,RJ,68,83,1531,2112,684,180,4165,342,2322,2185,710,3797,273000,259000
units,2020-11-30,RN,69.72,74.99,34,593,179,24,777,53,221,609,379,451,131500,130000
units,2020-11-30,RO,70,74.92,28,264,149,21,421,41,98,364,310,152,165000,160000
units,2020-11-30,RR,56.29,56.29,13,24,9,4,49,1,5,45,48,2,153500,157264
units,2020-11-30,RS,61.81,81.58,1267,3113,972,178,5200,330,2751,2779,1691,3839,192000,190000
units,2020-11-30,SC,67.3,82.2,723,2107,781,143,3451,303,1694,2060,1073,2681,215000,205000
units,2020-11-30,SE,66.66,85.22,23,429,232,40,709,15,359,365,227,497,133400,135000
units,2020-11-30,SP,61.4,94.85,8825,13941,4595,1012,25444,2929,13237,15136,8607,19766,250000,240000
units,2020-11-30,TO,84.62,102.71,36,148,96,32,258,54,109,203,205,107,194500,174450
units,2020-12-31,AC,82.78,102.73,5,47,32,10,89,5,20,74,59,35,250000,231000
units,2020-12-31,AL,81.89,106.17,36,370,224,54,659,25,252,432,233,451,147500,143200
units,2020-12-31,AM,55.29,95,55,667,130,34,746,140,701,185,71,815,170000,171400
units,2020-12-31,AP,108.46,113.97,1,20,36,3,59,1,18,42,35,25,285000,254599.87
units,2020-12-31,BA,61.7,83.7,342,1671,532,131,2484,192,1459,1217,499,2177,170000,168255
units,2020-12-31,BR,63.82,88.51,19256,47471,17104,3401,80544,6688,43522,43710,25712,61520,213000,2e+05
units,2020-12-31,CE,76.78,86.13,206,1136,568,120,1745,285,980,1050,860,1170,160000,160000
units,2020-12-31,DF,67.02,95.22,204,710,422,213,1472,77,811,738,240,1309,338000,315000
units,2020-12-31,ES,68.68,96,162,618,317,83,1125,55,629,551,228,952,236250,220425
units,2020-12-31,GO,75,92.34,365,2839,1238,188,4155,475,2057,2573,1975,2655,160000,156000
units,2020-12-31,MA,62,77.6,56,498,188,19,698,63,403,358,265,496,151000,151000
units,2020-12-31,MG,64.84,89.44,1393,4520,1622,353,7471,417,3965,3923,2673,5215,175500,170000
units,2020-12-31,MS,65.38,75.93,187,729,308,36,1062,198,609,651,611,649,170000,166942.5
units,2020-12-31,MT,69.1,90,184,815,419,65,1178,305,684,799,836,647,2e+05,190000
units,2020-12-31,PA,70,93.58,60,357,175,24,559,57,220,396,295,321,179700,175000
units,2020-12-31,PB,55.09,79.71,81,1198,270,67,1528,88,1107,509,267,1349,138000,136000
units,2020-12-31,PE,57,70.52,188,1495,465,117,2102,163,988,1277,696,1569,150000,150000
units,2020-12-31,PI,65.2,73.32,8,293,172,32,489,16,146,359,263,242,139681.15,139339.71
units,2020-12-31,PR,64.84,78.2,1363,3380,1726,183,6124,528,2937,3715,2138,4514,190000,185000
units,2020-12-31,RJ,62,79.98,1890,3187,792,234,5792,311,3567,2536,799,5304,240000,230000
units,2020-12-31,RN,70.38,77.76,59,785,207,52,1050,53,330,773,511,592,140000,135984.68
units,2020-12-31,RO,69.68,70.04,36,270,104,22,398,34,74,358,305,127,155500,155000
units,2020-12-31,RR,60.73,60.73,15,67,15,3,98,2,6,94,99,1,188000,188000
units,2020-12-31,RS,60.15,83.19,1199,3056,1016,177,5087,361,2647,2801,1739,3709,2e+05,190000
units,2020-12-31,SC,68.65,85.34,781,2172,934,136,3689,334,1838,2185,1118,2905,228000,220000
units,2020-12-31,SE,65.42,92.71,19,474,246,45,769,15,336,448,236,548,130000,130000
units,2020-12-31,SP,59.97,93.88,10328,15908,4817,982,29603,2432,16625,15410,8406,23629,250000,240000
units,2020-12-31,TO,84,103.99,33,189,129,18,313,56,113,256,255,114,191000,182900
units,2021-01-31,AC,116.49,130,8,29,24,7,61,7,21,47,44,24,228000,212500
units,2021-01-31,AL,71.75,96.75,41,298,165,33,522,15,215,322,187,350,152400,150000
units,2021-01-31,AM,56.16,93.34,36,335,79,21,376,95,342,129,64,407,166600,168833.31
units,2021-01-31,AP,90.9,117.9,5,16,12,1,33,1,14,20,14,20,252000,242500
units,2021-01-31,BA,67,84.22,326,1071,368,96,1658,203,932,929,391,1470,180000,175000
units,2021-01-31,BR,67.33,91,18569,32712,13496,2778,61654,5901,32427,35128,20720,46835,230000,220000
units,2021-01-31,CE,77.54,87.2,159,772,399,71,1187,214,624,777,597,804,160000,160000
units,2021-01-31,DF,65.67,92.0599999999999,195,614,451,164,1350,74,711,713,198,1226,312500,3e+05
units,2021-01-31,ES,70.16,96,223,378,203,58,818,44,353,509,156,706,271000,260500
units,2021-01-31,GO,77.86,94,347,2046,1013,149,3067,488,1613,1942,1547,2008,165000,164000
units,2021-01-31,MA,69.85,80.28,72,344,140,22,510,68,279,299,257,321,170000,166500
units,2021-01-31,MG,69.14,94.32,1517,2924,1290,298,5653,376,2827,3202,2239,3790,190000,185000
units,2021-01-31,MS,73.96,86.32,140,468,271,45,686,238,458,466,519,405,2e+05,190000
units,2021-01-31,MT,76.19,94.93,165,544,325,50,785,299,538,546,659,425,230000,222251.62
units,2021-01-31,PA,69.82,94.67,96,366,142,31,567,68,271,364,240,395,179700,175000
units,2021-01-31,PB,56.5,79.9,68,790,217,39,1023,91,673,441,230,884,140000,137025
units,2021-01-31,PE,56.04,71.31,185,1176,362,94,1676,141,872,945,416,1401,152000,150000
units,2021-01-31,PI,70.82,77.46,2,200,125,11,330,8,87,251,207,131,138617.67,138000
units,2021-01-31,PR,66.46,80.14,1365,2171,1230,133,4444,455,2177,2722,1549,3350,202000,190000
units,2021-01-31,RJ,68,82.04,1728,2087,598,161,4319,255,2408,2166,680,3894,265000,254414
units,2021-01-31,RN,70,77.62,46,478,137,33,647,47,217,477,300,394,144000,140000
units,2021-01-31,RO,70.86,75.22,26,209,101,13,313,36,83,266,231,118,165000,160000
units,2021-01-31,RR,60.73,60.73,12,50,10,1,68,5,13,60,73,,188000,179999.93
units,2021-01-31,RS,61.85,84.89,1153,2333,795,132,4134,279,2114,2299,1493,2920,210000,196000
units,2021-01-31,SC,68.22,87.1,772,1583,601,104,2763,297,1431,1629,856,2204,233500,226875
units,2021-01-31,SE,69.14,83.91,29,327,195,34,574,11,260,325,208,377,137000,138023.3
units,2021-01-31,SP,65.26,98.7,9824,10966,4170,960,23872,2048,12787,13133,7207,18713,280000,260000
units,2021-01-31,TO,82.85,102.78,29,137,73,17,218,38,107,149,158,98,192000,180402.45
units,2021-02-28,AC,101.2,130.06,3,30,30,4,64,3,21,46,35,32,240000,231000
units,2021-02-28,AL,71.21,95.98,41,249,158,24,452,20,222,250,121,351,156400,152400
units,2021-02-28,AM,41.69,108.54,25,565,82,13,589,96,502,183,47,638,143300,148600
units,2021-02-28,AP,102.47,107.88,6,15,23,4,46,2,21,27,22,26,285500,279635.32
units,2021-02-28,BA,63.88,82.41,336,1177,424,90,1843,184,1020,1007,416,1611,180000,175000
units,2021-02-28,BR,65.02,89.45,18744,39678,14523,2719,69261,6403,37402,38262,22141,53523,225000,215000
units,2021-02-28,CE,73.51,85.4,196,895,417,76,1350,234,747,837,635,949,160000,160000
units,2021-02-28,DF,63.6,92.26,234,722,453,133,1483,59,769,773,204,1338,3e+05,295000
units,2021-02-28,ES,72.38,102.6,172,419,214,74,831,48,402,477,157,722,277000,260000
units,2021-02-28,GO,75,92.19,400,2232,1011,133,3297,479,1811,1965,1537,2239,165000,164000
units,2021-02-28,MA,63.99,74.16,73,524,185,27,737,72,418,391,313,496,145000,145000
units,2021-02-28,MG,66.03,90.11,1497,3747,1487,293,6588,436,3581,3443,2313,4711,190000,181790.16
units,2021-02-28,MS,65.28,82.29,156,612,260,28,854,202,477,579,487,569,180000,180000
units,2021-02-28,MT,74.34,94.91,232,626,348,47,968,285,587,666,710,543,210000,204000
units,2021-02-28,PA,68,90.27,65,417,166,29,603,74,262,415,239,438,172000,162000
units,2021-02-28,PB,56.5,79.99,86,731,229,39,1011,74,641,444,205,880,146000,142000
units,2021-02-28,PE,58.88,73.88,176,1040,440,87,1571,172,872,871,405,1338,162400,160000
units,2021-02-28,PI,67.91,74.16,13,239,135,32,409,10,117,302,221,198,160000,160000
units,2021-02-28,PR,66.71,79.73,1555,2576,1436,110,5134,543,2644,3033,1682,3995,2e+05,190000
units,2021-02-28,RJ,63,80.62,1442,2442,644,182,4408,302,2592,2118,664,4046,245000,237125
units,2021-02-28,RN,69.77,76.05,66,617,138,37,817,41,253,605,375,483,140000,136950
units,2021-02-28,RO,70,74.45,20,190,84,11,274,31,73,232,221,84,160000,160000
units,2021-02-28,RR,53.1,54.19,6,31,8,1,46,,2,44,45,1,161000,154098.36
units,2021-02-28,RS,61.43,82.87,1092,2334,761,130,4020,297,1968,2349,1376,2941,206000,195000
units,2021-02-28,SC,66.66,82.11,765,1923,592,127,3106,301,1597,1810,860,2547,215300,209000
units,2021-02-28,SE,68.2,80,20,373,196,24,606,7,292,321,237,376,133000,133763
units,2021-02-28,SP,62.3,95.49,10031,14809,4520,947,27924,2383,15384,14923,8450,21857,260000,247000
units,2021-02-28,TO,88.47,121.25,36,143,82,17,230,48,127,151,164,114,193500,192500
units,2021-03-31,AC,93.44,115.65,7,39,33,8,83,4,28,59,53,34,224000,220000
units,2021-03-31,AL,77.6,96.76,41,376,219,48,645,39,258,426,203,481,152500,152400
units,2021-03-31,AM,52.3,103.83,34,478,121,23,520,136,458,198,81,575,167814.02,167000
units,2021-03-31,AP,100.36,124.65,5,32,25,1,59,4,27,36,22,41,302702.29,278189.59
units,2021-03-31,BA,64.62,83.15,321,1609,566,215,2442,269,1230,1481,636,2075,182000,180000
units,2021-03-31,BR,65,89.31,21125,51458,19767,3995,88728,7617,46334,50011,28071,68274,225000,215000
units,2021-03-31,CE,75.53,85.4,264,1037,474,71,1643,203,864,982,736,1110,160000,159998.62
units,2021-03-31,DF,63.44,93.23,255,880,547,223,1836,69,941,964,257,1648,316000,3e+05
units,2021-03-31,ES,69.94,99,158,636,323,103,1160,60,533,687,173,1047,265000,251000
units,2021-03-31,GO,72.41,91.12,457,3207,1343,178,4636,549,2468,2717,2116,3069,160000,159200
units,2021-03-31,MA,65.96,77.59,84,482,208,33,719,88,420,387,349,458,164000,164768.29
units,2021-03-31,MG,64.86,90.19,1679,5402,2131,479,9172,519,4992,4699,3089,6602,190000,181500
units,2021-03-31,MS,70.64,86.64,165,578,304,47,867,227,490,604,604,490,187750,180000
units,2021-03-31,MT,66.24,79.13,219,967,386,70,1333,309,778,864,919,723,186000,181950
units,2021-03-31,PA,71.32,102.17,50,435,255,48,693,95,274,514,332,456,181275,177000
units,2021-03-31,PB,55.95,77.8,80,1084,311,59,1411,123,948,586,292,1242,144000,140000
units,2021-03-31,PE,55.14,71.85,166,1510,586,135,2180,217,1174,1223,534,1863,160000,157000
units,2021-03-31,PI,70.07,77.42,16,271,138,36,444,17,122,339,263,198,145950,143900
units,2021-03-31,PR,65.5400000000001,77.02,1692,3490,1817,187,6608,578,3267,3919,2259,4927,195000,190000
units,2021-03-31,RJ,65.27,80.03,1844,3647,1047,306,6475,369,3826,3018,926,5918,250000,240000
units,2021-03-31,RN,71.07,77.55,56,699,239,51,974,71,294,751,491,554,140000,137000
units,2021-03-31,RO,74.68,96.72,28,291,141,12,438,34,151,321,305,167,182500,170509.94
units,2021-03-31,RR,53.82,53.82,23,52,11,1,83,4,8,79,86,1,155000,150000
units,2021-03-31,RS,61.26,84.6,1389,3393,1088,176,5667,379,2860,3186,1874,4172,207000,195000
units,2021-03-31,SC,68.33,83.6,1017,2321,942,163,4088,355,1958,2485,1119,3324,235000,226359.94
units,2021-03-31,SE,68.99,81.26,20,439,286,40,764,21,353,432,294,491,135000,135000
units,2021-03-31,SP,62.2,96.65,11016,17956,6108,1260,33509,2831,17471,18869,9841,26499,264000,250000
units,2021-03-31,TO,89.43,111.02,39,147,118,22,279,47,141,185,217,109,230500,219881.46
units,2021-04-30,AC,98,133.78,3,33,24,4,55,9,17,47,29,35,265000,252500
units,2021-04-30,AL,76.8,100.65,40,310,174,47,539,32,208,363,194,377,150000,150000
units,2021-04-30,AM,60.92,104.47,50,313,132,23,387,131,296,222,62,456,201900,198250
units,2021-04-30,AP,94.74,98.66,3,26,14,4,42,5,17,30,21,26,289000,265000
units,2021-04-30,BA,63.31,82.05,293,1515,497,186,2237,254,1149,1342,557,1934,176000,170000
units,2021-04-30,BR,65,90.54,19460,46578,18195,3925,80788,7370,42646,45512,25486,62672,230000,220000
units,2021-04-30,CE,70.52,85.2,195,952,460,73,1465,215,841,839,592,1088,170777,170000
units,2021-04-30,DF,63.05,95.38,278,726,433,175,1549,63,808,804,246,1366,305000,290500
units,2021-04-30,ES,69.96,98,146,577,297,100,1065,55,525,595,180,940,255000,250000
units,2021-04-30,GO,74.87,94.96,357,2576,1198,189,3829,491,2051,2269,1826,2494,165000,165000
units,2021-04-30,MA,68.5,77.98,84,523,188,69,770,94,494,370,326,538,167550,164700
units,2021-04-30,MG,65.64,93.1999999999999,1531,4441,1928,421,7869,452,4194,4127,2819,5502,190000,185000
units,2021-04-30,MS,67.18,84.96,147,625,298,51,896,225,506,615,551,570,185000,180000
units,2021-04-30,MT,70.9,90.07,179,699,352,56,989,297,632,654,753,533,215000,210000
units,2021-04-30,PA,70.1,105,54,383,207,45,583,106,257,432,286,403,190000,189000
units,2021-04-30,PB,57.77,80.4,46,781,238,50,1022,93,644,471,249,866,147000,142000
units,2021-04-30,PE,54.54,76.75,149,1379,485,114,1940,187,1102,1025,474,1653,160300,160000
units,2021-04-30,PI,66.8,75.64,16,254,148,27,435,10,102,343,238,207,160000,159235
units,2021-04-30,PR,65.19,78.31,1565,3285,1732,215,6201,596,3004,3793,1993,4804,2e+05,190000
units,2021-04-30,RJ,67.99,82.0999999999999,1646,2969,853,259,5347,380,3038,2689,835,4892,270000,254000
units,2021-04-30,RN,72.88,78.02,49,585,237,60,874,57,237,694,456,475,145000,144000
units,2021-04-30,RO,73.19,81.65,10,214,103,14,301,40,74,267,257,84,168000,165000
units,2021-04-30,RR,58.06,63,16,55,12,4,82,5,14,73,80,7,170000,165000
units,2021-04-30,RS,62.6,84.9,1258,3051,1088,196,5246,347,2777,2816,1692,3901,215000,2e+05
units,2021-04-30,SC,67.91,83.2,912,2346,911,142,3984,327,1877,2434,1067,3244,230000,220000
units,2021-04-30,SE,66,81.55,30,547,230,56,840,23,473,390,281,582,135000,135000
units,2021-04-30,SP,61.59,97,10359,17267,5859,1321,31980,2826,17188,17618,9209,25597,263000,250000
units,2021-04-30,TO,84.4,99.48,44,146,97,24,261,50,121,190,213,98,190000,189903.87
units,2021-05-31,AC,80.65,105.65,7,46,42,7,96,6,60,42,44,58,320000,317054.06
units,2021-05-31,AL,68.97,101.36,37,397,214,32,661,19,315,365,200,480,150000,150000
units,2021-05-31,AM,55.95,104.29,39,400,243,39,551,170,463,258,78,643,189200,188500
units,2021-05-31,AP,95.4,97.78,3,26,18,3,49,1,22,28,20,30,272000,232500
units,2021-05-31,BA,64,93.24,314,1563,656,276,2584,225,1410,1399,523,2286,179900,179900
units,2021-05-31,BR,64,90.03,19883,50289,19144,4134,86074,7376,46725,46725,26603,66847,225000,217000
units,2021-05-31,CE,70,84.48,179,1096,474,104,1648,205,994,859,651,1202,161500,165000
units,2021-05-31,DF,60.52,87.5,269,897,456,240,1787,75,962,900,250,1612,3e+05,280000
units,2021-05-31,ES,68.23,91,158,692,345,106,1233,68,653,648,221,1080,220000,215000
units,2021-05-31,GO,75.92,94.28,440,2678,1212,200,4001,529,2238,2292,1949,2581,167000,165000
units,2021-05-31,MA,61.73,79.78,74,597,203,44,821,97,486,432,326,592,150000,147750
units,2021-05-31,MG,66.15,91,1605,4780,2061,447,8367,526,4328,4565,2960,5933,190000,182000
units,2021-05-31,MS,67.92,81.75,151,622,298,40,918,193,503,608,569,542,180000,175000
units,2021-05-31,MT,70,91.05,153,782,383,69,1071,316,646,741,752,635,205000,2e+05
units,2021-05-31,PA,71.34,101.92,75,415,239,58,668,119,341,446,373,414,199000,193000
units,2021-05-31,PB,55.19,78.12,65,1097,272,58,1392,100,988,504,284,1208,140433.5,139000
units,2021-05-31,PE,57.25,77.94,127,1163,509,138,1779,158,1013,924,491,1446,160000,157600
units,2021-05-31,PI,65,70.72,7,352,146,48,538,15,147,406,273,280,141000,140207.21
units,2021-05-31,PR,62.44,79.74,1637,4056,1823,206,7127,595,3864,3858,2017,5705,194000,190000
units,2021-05-31,RJ,66,80.94,1646,3258,979,295,5815,363,3307,2871,892,5286,265000,250000
units,2021-05-31,RN,66.82,77.56,60,704,189,46,954,45,339,660,417,582,145200,144666.5
units,2021-05-31,RO,77.56,97.51,28,187,141,22,330,48,82,296,268,110,202500,191000
units,2021-05-31,RR,59.94,60.73,20,51,16,3,87,3,9,81,79,11,198000,180000
units,2021-05-31,RS,61.26,82.87,1219,3154,1123,188,5331,353,2853,2831,1806,3878,211000,198738.25
units,2021-05-31,SC,68.22,83.6599999999999,872,2499,1062,132,4173,392,2143,2422,1194,3371,238000,228000
units,2021-05-31,SE,67.93,85.16,25,397,231,38,672,19,298,393,267,424,135500,135100
units,2021-05-31,SP,60.53,95.73,10645,18238,5697,1274,33164,2690,18142,17712,9513,26341,260000,250000
units,2021-05-31,TO,94.08,112.82,28,142,112,21,257,46,119,184,186,117,220000,215500
units,2021-06-30,AC,64,72,8,75,33,11,119,8,25,102,51,76,180000,178721
units,2021-06-30,AL,74.4,96.5,34,318,171,45,543,25,214,354,224,344,153900,152450
units,2021-06-30,AM,56.1,103.95,24,340,209,34,448,159,375,232,70,537,204100,211000
units,2021-06-30,AP,102.86,113.29,3,27,23,7,56,4,28,32,30,30,291000,275000
units,2021-06-30,BA,62.93,90.06,318,1642,572,208,2476,264,1469,1271,599,2141,182000,180000
units,2021-06-30,BR,65,90,19426,50097,19530,4539,85796,7796,46113,47479,27139,66453,229000,220000
units,2021-06-30,CE,74.28,86,200,1031,506,115,1643,209,892,960,686,1166,163835.5,163792.98
units,2021-06-30,DF,64.47,87.5,246,835,498,268,1778,69,947,900,320,1527,310000,3e+05
units,2021-06-30,ES,76.54,101.5,107,556,413,129,1136,69,515,690,228,977,3e+05,286693.44
units,2021-06-30,GO,75,93.57,452,2780,1271,189,4183,509,2301,2391,2002,2690,170000,165000
units,2021-06-30,MA,65.59,79.78,73,557,249,34,821,92,420,493,379,534,160000,159000
units,2021-06-30,MG,66.15,90.39,1559,4705,2049,468,8220,561,4292,4489,2961,5820,190000,185654
units,2021-06-30,MS,62.22,85.77,138,676,276,39,914,215,591,538,508,621,170000,169300
units,2021-06-30,MT,73.78,94.06,167,823,386,73,1126,323,621,828,838,611,220000,210000
units,2021-06-30,PA,70,101.21,67,474,250,70,762,99,368,493,355,506,184042.8,180000
units,2021-06-30,PB,56.55,78.27,71,983,336,81,1375,96,848,623,321,1150,145000,142000
units,2021-06-30,PE,57.15,76.15,161,1277,506,133,1927,150,1074,1003,538,1539,162050,160000
units,2021-06-30,PI,68.53,78.31,13,319,187,44,548,15,147,416,323,240,153000,150000
units,2021-06-30,PR,63.23,77.97,1506,3907,1907,232,6878,674,3514,4038,2152,5400,197000,190000
units,2021-06-30,RJ,63,82.76,1715,3745,957,254,6320,351,3848,2823,1009,5662,250000,240000
units,2021-06-30,RN,70,78.38,60,642,231,59,934,58,299,693,429,563,153000,150000
units,2021-06-30,RO,69.58,70,37,324,114,18,439,54,99,394,325,168,168000,168000
units,2021-06-30,RR,63,64.93,15,49,15,5,80,4,16,68,71,13,198000,198000
units,2021-06-30,RS,60.59,83.72,1184,3164,1070,221,5270,369,2713,2926,1753,3886,215000,2e+05
units,2021-06-30,SC,69.3,85.87,769,2466,969,163,3985,382,2015,2352,1072,3295,243000,231000
units,2021-06-30,SE,67.75,75.26,33,392,239,30,680,14,311,383,287,407,136000,138395.54
units,2021-06-30,SP,61.66,96.73,10423,17822,5987,1587,32849,2970,18030,17789,9394,26425,260000,249000
units,2021-06-30,TO,80,96.72,43,168,106,22,286,53,141,198,214,125,2e+05,180000.01
units,2021-07-31,AC,138.4,148.88,5,37,34,4,73,7,17,63,40,40,285000,267500
units,2021-07-31,AL,73.47,101.36,37,269,194,40,522,18,218,322,189,351,160000,155500
units,2021-07-31,AM,59.13,103.54,59,313,174,32,460,118,369,209,71,507,211200,217500
units,2021-07-31,AP,109.69,122.48,11,15,12,,36,2,24,14,18,20,277500,246297.01
